"pk_parameter","mean","sd","median","Q1","Q3","shapiro_pvalue"
"V",10.9635142196724,5.70169424124797,11.4291911514723,5.84469864534549,13.8828964886413,0.813206358137704
"Cl",16.6898083960909,9.41775249823094,14.3060942394205,10.9653103702059,19.0564029526269,0.0721508762224527
